description,occupation
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

... till kund söder om Skara.

I din roll som betongarbetare kommer du utifrån ritning att arbeta med formsättning, armering och gjutning av prefab-betongväggar. För att komma ifråga söker vi dig som har god fysik, är noggrann och har en positiv inställning. Tidigare erfarenhet från arbete med betong är meriterande, du får gärna ha arbetat med formsättning. Vi välkomnar sökande från olika branscher och tror att du som är händig och har ett sinne för detaljer kan vara rätt person för oss. Du ska behärska svenska i tal och skrift.

Tjänsteninleds med en anställning hos TopWork med ett mål om att senare kandidaten ska övergå till en
anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Betongarbetare
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

... till kund söder om Lidköping.

I din roll som betongarbetare kommer du utifrån ritning att arbeta med formsättning, armering och gjutning av prefab-betongväggar. För att komma ifråga söker vi dig som har god fysik, är noggrann och har en positiv inställning. Tidigare erfarenhet från arbete med betong är meriterande, du får gärna ha arbetat med formsättning. Vi välkomnar sökande från olika branscher och tror att du som är händig och har ett sinne för detaljer kan vara rätt person för oss. Du ska behärska svenska i tal och skrift.

Tjänsteninleds med en anställning hos TopWork med ett mål om att senare kandidaten ska övergå till en
anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Betongarbetare
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

...till vår kund norr om Mullsjö.

Har du ett genuint tekniskt intresse och trivs med att arbeta i en bred och omväxlande roll? Vi söker underhållsmekaniker med känsla för noggrannhet och säkerhet. Som underhållsmekaniker arbetar du med maskinreparationer, planering och även viss enklare ombyggnation av maskiner och tillfälliga lösningar. Arbete i huvudsak dagtid men visst skiftarbete och jour kan förekomma.

För att passa i rollen som underhållsmekaniker tror vi att du har en lämplig utbildning samt tidigare liknande erfarenhet inom tillverkningsindustrin. Du har ett genuint intresse för mekanik och teknik och en god känsla för service samt är ansvarstagande. Erfarenhet av felsökning i PLC/PC-baserade styrsystem eller Ethernet-konfigurationer är meriterande. Du behärskar svenska i tal och skrift. Stor vikt kommer att läggas vid personliga egenskaper.



Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Underhållsmekaniker
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

... till kund söder om Vimmerby.

I din roll som betongarbetare kommer du utifrån ritning att arbeta med formsättning, armering och gjutning av prefab-betongväggar. För att komma ifråga söker vi dig som har god fysik, är noggrann och har en positiv inställning. Tidigare erfarenhet från arbete med betong är meriterande, du får gärna ha arbetat med formsättning. Vi välkomnar sökande från olika branscher och tror att du som är händig och har ett sinne för detaljer kan vara rätt person för oss. Du ska behärska svenska i tal och skrift.

Tjänsteninleds med en anställning hos TopWork med ett mål om att senare kandidaten ska övergå till en
anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Betongarbetare
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

…till kund i Hultsfred.

Vi söker dig som är positiv, strukturerad och noggrann. Vi ser också att du är händig, snabb, och kvalitetsmedveten i ditt arbetssätt. Du ska ha lätt för att samarbeta med andra samtidigt som du är självgående och gillar att arbeta i ett högt tempo. Vidare ser vi att du som söker har tidigare erfarenhet av arbete som svetsare med framförallt MIG och MAG. Du har goda kunskaper i det svenska språket.


Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)","Svetsare, manuell"
"TopWork arbetar med bemanning och rekrytering. Vi vet vad arbetsgivaren vill ha och vad som krävs för att hitta rätt medarbetare. Våra kunder finns inom både privat och offentlig sektor. Vi är din trygga och personliga partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork – det lila extra!

...till kund i Vimmerby.

Vi söker nu dig som är industrielektriker som gärna vill ha en ny utmaning.

Din profil
- Du har minst en gymnasieutbildning med inriktning mot el eller annan motsvarande
utbildning.
- Några års erfarenhet som industrielektriker, eller motsvarande arbete
- Du har körkort klass B.

Kvalitet är viktigt för oss på TopWork och vårt kundföretag. Vi söker därför dig som är noggrann, ansvarsfull och alltid strävar efter att leverera hög kvalitet. Du bör vara en kreativ problemlösare inom ditt område och ha ett högt säkerhetstänk.

Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Industrielektriker
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

...till kund i Växjö.

Vi söker dig som är händig och som snabbt kan ta eget ansvar och är noggrann i ditt arbete. Arbetet innebär varierande uppgifter därför är det viktigt att du har en bred kompetens inom yrket och gärna erfarenhet av liknande arbete.


Du ska kunna arbeta självständigt och alltid avsluta ett arbete som du själv är stolt och nöjd över. Det är meriterande om du kan läsa ritningar. Du ska enkelt kunna samarbeta med ditt team och du har ett gott humör mot kunder och kollegor. Du ska vara vänlig och respektera andra människor, därav läggs även vikt vid din personliga lämplighet för tjänsten.

Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.


Krav:

Körkort:
* B (Personbil)",Träarbetare/Snickare
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

...för kommande uppdrag hos våra kunder i Växjö.

För kommande behov söker vi nu dig som vill arbeta inom industrin hos våra kunder i Växjö. Vi söker efter blandade kompetenser och personer med industrivana. Arbetet kan innefatta bland annat lager, truckkörning och montering. Tidigare erfarenheter inom dessa områden ses därför som väldigt meriterande. Som person är du en lagspelare som tar ansvar för dina arbetsuppgifter. Behovet är kommande men tveka inte att lämna in din ansökan redan idag.

Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.","Montör, metallprodukter"
"TopWork arbetar med bemanning och rekrytering. Vi vet vad arbetsgivaren vill ha och vad som krävs för att hitta rätt medarbetare. Våra kunder finns inom både privat och offentlig sektor. Vi är din trygga och personliga partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork – det lila extra!

...för kommande uppdrag.

Vi söker dig med erfarenhet från industrin, gärna montering av metall- och/eller träprodukter. Du kommer arbeta i team där du i team sätter samman vår kunds produkter. Vi söker medarbetare för såväl dagtid som 2-skift.

Vi söker dig med erfarenhet av praktiskt arbete och ”rätt” inställning, då vi lägger stor vikt vid dina personliga egenskaper. Du ska vara en bra lagspelare och god arbetskamrat. Vi ser gärna att du har erfarenhet av montering och truckkörning, samt att du kan börja jobba omgående.

Vi rekryterar löpande och tjänsterna tillsätts löpande. Varmt välkommen med din ansökan redan idag!



Krav:

Körkort:
* B (Personbil)","Montör, metallprodukter"
"TopWork är ett auktoriserat företag som arbetar med bemanning och rekrytering. Våra kunder finns inom branscher som industri, lager, logistik, bygg och administration. Vi är din trygga, professionella partner oavsett om du söker nya medarbetare eller nya utmaningar. TopWork - vi hittar rätt medarbetare till rätt arbetsgivare och arbetsplats.

...till vår kund i Alvesta.

Du som söker har eftergymnasial utbildning inom CNC-teknik och har hunnit samla på dig några års erfarenhet. Vi ser gärna att du är van vid att ta ansvar för ”din” maskin, vilket innefattar läsa ritningar, ställa, felsöka och mäta. Du har goda kunskaper av att programmera samt en god datorvana.

Som person tror vi att du
- Gillar att utvecklas i din roll som CNC-operatör
- Talar och skriver svenska obehindrat
- Är en person som både är beredd att ta ansvar för ditt eget arbete, men som också är en lagspelare som är beredd på att hjälpa till där det behövs.

Tjänsten inleds med en anställning hos TopWork med ett mål om att kandidaten senare ska övergå till en anställning hos kund. Som konsult hos TopWork får du en konsultchef som stöttar dig i ditt uppdrag hos kund. Vi ger dig råd och rekommendationer om hur du kan utvecklas i ditt arbete.

Varmt välkommen med din ansökan redan idag!",CNC-operatör/FMS-operatör
